,term,line,name,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,X,Y
19734,201902,일산선,화정,44012,19463,30695,28460,23150,43500,37.634592,126.83265
19735,201902,2호선,선릉,27724,173298,67595,59484,140031,39780,37.504503,127.049008
19736,201902,6호선,돌곶이,22651,9562,11787,9346,8863,16268,37.610537,127.056431
19737,201902,분당선,매교,6255,3573,3123,2853,2672,4744,37.265481,127.015678
19738,201902,7호선,남구로,27977,51655,17553,18066,33996,24824,37.486056,126.887249
19739,201902,5호선,마포,23745,37944,16938,15376,27800,23959,37.539574,126.945932
19740,201902,경부선,당정,17811,9558,9060,6349,8427,14002,37.344285,126.948345
19741,201902,중앙선,구리,37895,14891,21007,18761,16607,33172,37.603392,127.143869
19742,201902,경부선,진위,2411,3995,1982,1361,3573,2147,37.109447,127.062278
19743,201902,6호선,월드컵경기장(성산),7402,7423,8915,10219,8837,8566,37.569532,126.899298
19744,201902,경인선,주안,48728,23330,34101,25006,31395,46253,37.464941,126.679923
19745,201902,3호선,학여울,3309,5053,4022,3809,3893,2855,37.496663,127.070594
19746,201902,2호선,잠실새내,54734,23291,33438,33356,35809,58542,37.511687,127.086162
19747,201902,중앙선,양평,6220,3965,6576,5770,3938,5868,37.492832,127.491814
19748,201902,경의선,금릉,10587,5350,7094,5321,5514,10037,37.751322,126.765347
19749,201902,6호선,상월곡(한국과학기술연구원),18328,7235,8318,6281,6999,12190,37.606377,127.048491
19750,201902,7호선,건대입구,14886,25941,20821,27343,35537,30252,37.540693,127.07023
19751,201902,2호선,건대입구,65725,39618,51074,69108,83151,114692,37.540693,127.07023
19752,201902,8호선,남한산성입구(성남법원.검찰청),43811,13218,18091,13073,12705,27587,37.451535,127.159816
19753,201902,3호선,녹번,45100,10311,18352,12280,11776,28442,37.600927,126.935756
19754,201902,경원선,서빙고,2779,4550,3083,2587,3571,2705,37.519594,126.988537
19755,201902,9호선,증미,14518,15123,9125,8321,12015,12278,37.557402,126.861939
19756,201902,5호선,개롱,17594,9507,9761,7856,8080,14461,37.498079,127.13482
19757,201902,4호선,명동,12852,75382,50066,74789,96394,53843,37.560989,126.986325
19758,201902,안산선,정왕,13571,17534,11435,9775,14101,14318,37.351735,126.742989
19759,201902,2호선,역삼,20215,214426,53201,62506,137942,39305,37.500622,127.036456
19760,201902,5호선,개화산,15908,9454,7588,6209,8093,11289,37.572399,126.806171
19761,201902,9호선,흑석(중앙대입구),15357,12548,14067,13127,13475,17080,37.50877,126.963708
19762,201902,경춘선,청평,3548,2504,4120,3564,2456,3125,37.735488,127.42661
19763,201902,8호선,강동구청,28247,18295,14297,12172,14090,21359,37.530341,127.120508
19764,201902,과천선,경마공원,2023,13618,6439,14921,20664,1626,37.443885,127.007888
19765,201902,경의선,금촌,15550,10079,11721,9719,9469,14103,37.766217,126.774644
19766,201902,수인선,소래포구,8601,4255,7414,7142,5948,7385,37.40095,126.733522
19767,201902,5호선,양평,16570,17168,7148,5886,11527,11383,37.492832,127.491814
19768,201902,7호선,학동,9424,103213,20172,24496,63368,13916,37.514229,127.031656
19769,201902,6호선,녹사평(용산구청),6300,9384,7424,9276,13047,11452,37.534675,126.986695
19770,201902,안산선,중앙,32314,20730,25154,25977,28402,41077,37.315941,126.838573
19771,201902,중앙선,지평,89,45,94,90,26,44,37.476444,127.629617
19772,201902,수인선,송도,7248,2413,4722,3761,3050,5611,37.428514,126.657772
19773,201902,9호선,여의도,8844,87516,20738,20493,62934,15450,37.521624,126.924191
19774,201902,8호선,단대오거리,30778,11878,15218,11281,11869,23992,37.44521,127.156866
19775,201902,4호선,미아(서울사이버대학),43814,19202,24675,20095,19092,32633,37.62667,127.025983
19776,201902,9호선,신방화,21582,5902,10015,7989,6799,16472,37.567532,126.816601
19777,201902,8호선,몽촌토성(평화의문),10523,14820,8120,8191,11320,9716,37.517409,127.112359
19778,201902,2호선,양천구청,22183,6302,9932,7742,5662,17386,37.512398,126.865819
19779,201902,2호선,도림천,2361,2898,1641,1368,1770,1875,37.514287,126.882768
19780,201902,6호선,버티고개,5425,3446,3378,2755,3455,4377,37.548013,127.007055
19781,201902,수인선,숭의,7831,6587,5459,4376,5220,5910,37.460789,126.638297
19782,201902,안산선,안산,22310,27439,22914,18639,30597,25127,37.327082,126.788532
19783,201902,6호선,상수,10241,14534,11187,18583,22252,23059,37.547716,126.922852
19784,201902,4호선,회현(남대문시장),9580,92408,49560,58396,71562,16829,37.558514,126.978246
19785,201902,공항철도 1호선,청라국제도시,16531,8574,7363,4521,7721,13398,37.555878,126.625327
19786,201902,4호선,미아사거리,73942,26085,42975,37509,37517,65715,37.613292,127.030053
19787,201902,분당선,모란,55058,23109,34166,31981,27920,47513,37.43213,127.129087
19788,201902,8호선,모란,7940,4036,7817,5715,6717,6215,37.43213,127.129087
19789,201902,5호선,우장산,44432,13665,23164,18107,14311,35005,37.548768,126.836318
19790,201902,경춘선,춘천,2407,2145,4239,3680,2932,2330,37.885054,127.717023
19791,201902,9호선,양천향교,19834,13916,12236,9423,11887,16514,37.568381,126.841333
19792,201902,3호선,남부터미널(예술의전당),34111,96166,52809,55015,82904,50217,37.485013,127.016189
19793,201902,경원선,소요산,5773,2338,9503,8211,3769,3556,37.9481,127.061034
19794,201902,5호선,강동,53963,24219,26547,19550,25022,35069,37.535804,127.132481
19795,201902,경의선,곡산,1117,1224,765,592,826,840,37.645676,126.801762
19796,201902,9호선,염창,55508,12052,21097,15144,14901,41111,37.546936,126.874916
19797,201902,5호선,여의도,10209,116689,20654,21877,73186,17858,37.521624,126.924191
19798,201902,안산선,오이도,22992,10801,14633,11583,13383,20172,37.362357,126.738714
19799,201902,9호선2~3단계,둔촌오륜,1771,1239,1390,847,888,1464,37.51972,127.13897
19800,201902,7호선,하계,54210,17550,28413,22688,20439,39825,37.636352,127.06799
19801,201902,2호선,문래,33589,58109,23603,21740,41175,29421,37.517933,126.89476
19802,201902,7호선,뚝섬유원지,21122,7341,10241,9535,9027,15100,37.53154,127.066704
19803,201902,경의선,문산,15208,7723,9884,8409,7326,12120,37.854619,126.788047
19804,201902,과천선,과천,14081,4419,8417,5036,5078,9320,37.433021,126.996568
19805,201902,7호선,중화,34057,12583,15604,12314,12759,25698,37.602545,127.079264
19806,201902,수인선,남동인더스파크,1293,11315,1959,1267,6135,1446,37.407722,126.695216
19807,201902,7호선,중곡,30442,11766,14579,10914,10418,20849,37.565923,127.08432
19808,201902,경원선,방학,24346,11133,15607,13349,11066,20414,37.667503,127.044273
19809,201902,9호선2~3단계,석촌고분,10869,4014,6377,4795,5265,9853,37.50264,127.096866
19810,201902,경의선,백마,20749,6779,8726,6144,6441,14827,37.658239,126.794461
19811,201902,4호선,당고개,37398,10489,19678,14490,12003,26919,37.670272,127.079066
19812,201902,우이신설선,가오리,12282,3194,6454,5241,3354,9020,37.641701,127.016792
19813,201902,7호선,중계,48430,17120,21727,15503,13626,31840,37.644583,127.064303
19814,201902,경원선,망월사,20228,8667,13006,10642,7580,17032,37.709914,127.047455
19815,201902,9호선,동작(현충원),4397,1980,3246,2188,2250,2375,37.502971,126.979306
19816,201902,경의선,서강대,2279,4696,3040,3215,4079,2816,37.551881,126.935711
19817,201902,분당선,한티,17744,32979,19936,23260,31608,22812,37.496237,127.052873
19818,201902,7호선,장암,9083,1304,2151,1103,1795,1640,37.700109,127.053196
19819,201902,3호선,대치,20029,20961,16758,17866,21580,19819,37.494612,127.063642
19820,201902,경의선,수색,2265,8200,2621,2550,5467,2084,37.580842,126.895611
19821,201902,9호선2~3단계,선정릉,7129,27449,9301,10788,20327,9273,37.51098,127.043593
19822,201902,분당선,선정릉,5169,31196,9122,9910,20104,7139,37.51098,127.043593
19823,201902,7호선,노원,30580,30584,34679,37023,36038,41963,37.655128,127.061368
19824,201902,우이신설선,북한산보국문,16433,4635,8786,6285,5642,12238,37.612343,127.008009
19825,201902,4호선,노원,44238,24078,31771,32706,32244,58199,37.655128,127.061368
19826,201902,2호선,강남,53428,254235,126705,157564,251088,152787,37.497175,127.027926
19827,201902,9호선2~3단계,삼전,13172,3901,6914,5172,5723,11239,37.50403,127.08904
19828,201902,6호선,망원,26264,19522,19860,24336,24290,28824,37.556094,126.910052
19829,201902,2호선,뚝섬,21716,58709,20333,20435,41724,22822,37.547184,127.047367
19830,201902,2호선,강변(동서울터미널),100191,46258,77731,69326,68035,99214,37.535095,127.094681
19831,201902,4호선,동작(현충원),4496,3852,3616,3418,3578,4160,37.502971,126.979306
19832,201902,경의선,능곡,11605,3293,4997,4000,3458,7442,37.618808,126.820783
19833,201902,공항철도 1호선,홍대입구,10971,13425,15260,20469,25990,22583,37.557192,126.925381
19834,201902,2호선,신림,217235,45712,90406,74078,77426,175798,37.484201,126.929715
19835,201902,5호선,거여,21946,8403,10176,7854,7861,15096,37.493105,127.14415
19836,201902,7호선,춘의,18215,27869,10041,7699,18577,13761,37.503663,126.787036
19837,201902,경의선,홍대입구,1334,3095,2043,4550,4856,4381,37.557192,126.925381
19838,201902,2호선,홍대입구,66703,76697,93161,159269,190121,176005,37.557192,126.925381
19839,201902,9호선2~3단계,봉은사,8251,50971,20095,24854,45248,15267,37.514219,127.060245
19840,201902,중앙선,양정,1559,1840,1193,807,1401,989,37.60533,127.19364
19841,201902,안산선,초지,7864,5961,4729,3813,4911,6035,37.320646,126.805913
19842,201902,7호선,청담,12410,93380,22190,24441,53203,16343,37.519365,127.05335
19843,201902,경원선,보산,3939,2079,3017,1989,2251,3875,37.913702,127.057277
19844,201902,수인선,달월,63,93,63,54,169,48,37.379681,126.745177
19845,201902,3호선,대청,22562,13693,13758,10030,14357,17213,37.493514,127.079532
19846,201902,5호선,고덕,22562,11656,14820,11312,10447,18875,37.555004,127.154151
19847,201902,6호선,고려대(종암),18587,14774,12297,10618,13222,14485,37.590508,127.036296
19848,201902,7호선,철산,69928,21808,30952,27482,28061,61181,37.47605,126.867911
19849,201902,경춘선,천마산,4778,1226,2451,1895,1149,3305,37.658978,127.285379
19850,201902,9호선2~3단계,삼성중앙,4961,18566,6592,6537,14081,6890,37.513011,127.053282
19851,201902,중앙선,아신,1492,630,1120,879,578,1203,37.51382,127.443173
19852,201902,7호선,천왕,30121,7139,12133,9369,8088,19900,37.486637,126.838713
19853,201902,안산선,한대앞,20176,9319,11811,9412,9872,18143,37.309689,126.85344
19854,201902,3호선,가락시장,18613,16024,14884,12709,15687,17539,37.492522,127.118234
19855,201902,8호선,가락시장,9838,20387,11350,11631,15220,14760,37.492522,127.118234
19856,201902,8호선,문정,21740,76100,20105,18230,46692,19876,37.485855,127.1225
19857,201902,2호선,구의(광진구청),73436,23654,31112,26383,27363,54700,37.537077,127.085916
19858,201902,9호선,노량진,57402,52249,36398,37494,46542,58273,37.514219,126.942454
19859,201902,경원선,회룡,39134,8646,19729,16176,9612,29744,37.724846,127.046895
19860,201902,경부선,노량진,19292,18997,17659,15484,22572,23100,37.514219,126.942454
19861,201902,중앙선,양원,3594,2823,2463,2060,1467,2442,37.606596,127.107906
19862,201902,경원선,의정부,32808,25852,34249,38966,37839,42484,37.738415,127.045958
19863,201902,안산선,대야미,11279,5163,6646,4532,5763,8074,37.328467,126.917332
19864,201902,9호선,등촌,28257,10498,15176,12621,10930,23351,37.550632,126.865689
19865,201902,4호선,이촌(국립중앙박물관),13332,18857,16814,18316,17081,13986,37.522272,126.974345
19866,201902,경의선,가좌,14489,4990,7636,6801,5518,9838,37.568491,126.915487
19867,201902,8호선,암사,67257,12242,24092,18036,16132,42076,37.55021,127.127562
19868,201902,중앙선,중랑,17001,4529,8193,6729,5332,13137,37.594917,127.076116
19869,201902,경원선,응봉,5596,1491,2635,1982,1678,3609,37.549946,127.034538
19870,201902,4호선,혜화,19936,75138,52383,77553,96679,54222,37.582336,127.001844
19871,201902,우이신설선,성신여대입구(돈암),3993,5016,5424,6868,6806,7205,37.592624,127.016403
19872,201902,4호선,성신여대입구(돈암),43825,23441,33673,31189,37117,48120,37.592624,127.016403
19873,201902,공항철도 1호선,공항화물청사,2346,13959,1864,1851,7456,1747,37.458366,126.476241
19874,201902,경원선,이촌(국립중앙박물관),7912,5464,6887,4365,6779,5791,37.522272,126.974345
19875,201902,6호선,봉화산(서울의료원),34839,7695,12883,9502,8150,21553,37.617283,127.091401
19876,201902,8호선,신흥,11254,3938,7226,7553,6003,11412,37.440918,127.147564
19877,201902,수인선,월곶,5564,2126,3659,3149,3274,5020,37.391769,126.742699
19878,201902,안산선,반월,12582,3810,7022,5291,4894,9767,37.312212,126.903524
19879,201902,경의선,강매,11147,1664,3333,2241,1897,6086,37.612314,126.843223
19880,201902,8호선,수진,13536,5803,8807,7496,6404,9751,37.437428,127.140722
19881,201902,공항철도 1호선,인천공항1터미널,17157,30171,27213,28388,28849,18613,37.44899,126.45811
19882,201902,경원선,한남,5038,10549,6591,5932,9093,5884,37.52943,127.009169
19883,201902,8호선,장지,39971,31388,23972,24572,33345,32817,37.478703,127.126191
19884,201902,9호선,고속터미널,13764,24942,21370,40557,28370,35973,37.50481,127.004943
19885,201902,수인선,인천논현,10003,10036,8919,8810,9921,11829,37.400614,126.722478
19886,201902,경원선,지행,17986,6234,10953,8454,7967,16472,37.892334,127.055716
19887,201902,4호선,숙대입구(갈월),19514,31779,20658,19369,29749,23132,37.54456,126.972106
19888,201902,수인선,인하대,12434,5777,7185,6248,6584,10287,37.448493,126.649619
19889,201902,4호선,신용산,12136,54390,19815,23537,44748,19831,37.52917,126.967894
19890,201902,공항철도 1호선,운서,13021,9757,10113,7141,9175,14828,37.492904,126.49379
19891,201902,9호선,노들,13694,3395,6647,4789,4364,9095,37.512887,126.953222
19892,201902,수인선,호구포,5307,10728,4409,3426,7666,5029,37.401637,126.708627
19893,201902,9호선,구반포,4198,4580,5025,5239,5510,5518,37.501364,126.987332
19894,201902,4호선,수유(강북구청),101462,34524,54136,44680,44916,89848,37.638052,127.025732
19895,201902,9호선,공항시장,7090,2599,4392,4095,3190,7461,37.563726,126.810678
19896,201902,2호선,신촌,38569,70321,65050,78436,96151,82665,37.555134,126.936893
19897,201902,경의선,신촌,411,3501,1049,1430,2095,1179,37.555134,126.936893
19898,201902,4호선,쌍문,106516,20217,45498,31209,28522,73657,37.648627,127.034709
19899,201902,6호선,보문,19616,10660,10171,7787,9745,13190,37.585286,127.019381
19900,201902,우이신설선,보문,2482,2995,2691,2343,2411,2526,37.585286,127.019381
19901,201902,9호선,개화,24888,4310,7794,4378,5521,11246,37.578608,126.798153
19902,201902,2호선,당산,46673,43248,27320,24683,34851,45979,37.53438,126.902281
19903,201902,9호선,당산,42374,21868,25206,19709,26584,39934,37.53438,126.902281
19904,201902,공항철도 1호선,영종,5926,2064,3855,2630,2280,5552,37.511466,126.5237
19905,201902,안산선,고잔,18187,14966,12290,10332,11910,14092,37.316777,126.823249
19906,201902,3호선,고속터미널,43401,80613,108035,120375,147662,100478,37.50481,127.004943
19907,201902,7호선,고속터미널,18585,43123,35917,31036,48929,20612,37.50481,127.004943
19908,201902,9호선,가양,56670,24700,28735,22663,24563,43845,37.561391,126.854456
19909,201902,3호선,경찰병원,19142,15569,10623,8763,10632,13855,37.495918,127.12454
19910,201902,9호선,사평,7293,3600,4691,3811,4179,6124,37.504206,127.015259
19911,201902,3호선,구파발,61297,19067,27455,23980,22368,41782,37.636763,126.918821
19912,201902,중앙선,양수,3825,1907,3587,2983,1885,3363,37.545981,127.329098
19913,201902,6호선,삼각지,7497,13471,9417,6481,13823,7346,37.534777,126.97311
19914,201902,3호선,경복궁(정부서울청사),17950,64882,35817,40936,53600,22320,37.575762,126.97353
19915,201902,4호선,삼각지,5591,14686,6027,7435,11286,7890,37.534777,126.97311
19916,201902,3호선,금호,26741,5856,12523,9672,8301,19423,37.548034,127.015872
19917,201902,9호선,신논현,30941,68162,39268,46794,73167,58667,37.504598,127.02506
19918,201902,분당선,복정,0,0,0,0,2,0,37.470047,127.126662
19919,201902,8호선,복정,29975,11841,14068,9932,14485,20327,37.470047,127.126662
19920,201902,안산선,수리산,14198,3436,5837,3825,3298,7503,37.349801,126.925365
19921,201902,6호선,구산,24539,4946,11466,7079,6728,12038,37.611377,126.91727
19922,201902,경원선,양주,25062,9268,13927,9382,8648,17718,37.774381,127.044708
19923,201902,3호선,교대(법원.검찰청),8935,29725,18448,12046,33741,10568,37.493415,127.01408
19924,201902,2호선,교대(법원.검찰청),28913,101145,46269,57610,80362,49925,37.493415,127.01408
19925,201902,2호선,신정네거리,30259,7453,13455,10988,9027,24536,37.520074,126.852912
19926,201902,수인선,신포,2164,3946,2879,3003,3580,2676,37.46874,126.623853
19927,201902,경춘선,퇴계원,11745,3000,4884,3612,3294,7929,37.648311,127.143952
19928,201902,9호선,신목동,12453,3174,5111,3595,3702,7954,37.544277,126.88308
19929,201902,4호선,한성대입구(삼선교),30888,20108,22924,19424,20802,26687,37.588458,127.006221
19930,201902,경원선,신이문,30232,5598,13143,9687,6976,20197,37.601854,127.067325
19931,201902,경의선,계양,0,0,0,0,0,0,37.571462,126.735637
19932,201902,공항철도 1호선,계양,39969,4487,14203,8207,6839,28539,37.571462,126.735637
19933,201902,안산선,신길온천,4763,2024,2342,1685,2001,3281,37.338212,126.765844
19934,201902,6호선,광흥창(서강),16720,22155,13288,11000,16286,13853,37.547456,126.931993
19935,201902,9호선,신반포,5123,5973,4561,3989,4899,4642,37.503415,126.995925
19936,201902,8호선,산성,17417,4642,7920,5859,5155,12326,37.457122,127.149908
19937,201902,4호선,총신대입구(이수),44646,28542,31132,32347,31050,50172,37.486263,126.981989
19938,201902,5호선,여의나루,5643,28450,8576,9253,22486,8145,37.527098,126.932901
19939,201902,5호선,장한평,43030,34544,22346,21523,31252,33917,37.56144,127.064623
19940,201902,8호선,송파,16095,12373,10911,9138,10169,12662,37.499703,127.112183
19941,201902,2호선,아현,24596,11514,15781,12158,12815,20249,37.557345,126.956141
19942,201902,9호선,샛강,4038,14019,6528,6630,11833,6644,37.517274,126.928422
19943,201902,경원선,월계,14218,5834,9217,6928,5446,10653,37.633212,127.058831
19944,201902,수인선,원인재,10939,4573,6600,5713,5399,10354,37.412603,126.687389
19945,201902,4호선,상계,66187,14495,28409,21169,18243,45033,37.660878,127.073572
19946,201902,안산선,산본,41809,20179,25186,25760,25028,43248,37.358101,126.933274
19947,201902,4호선,창동,71799,27276,42699,39258,33130,67594,37.653166,127.047731
19948,201902,경원선,창동,0,0,0,0,1,0,37.653166,127.047731
19949,201902,경원선,외대앞,20020,9285,14918,11963,11734,18050,37.596073,127.063549
19950,201902,2호선,구로디지털단지,133542,141507,72816,64047,115509,115704,37.485266,126.901401
19951,201902,경춘선,평내호평,15569,5389,8171,6767,6179,12959,37.653225,127.244493
19952,201902,9호선,선유도,13169,17066,7774,6699,13167,10488,37.53802,126.893525
19953,201902,9호선2~3단계,석촌,13200,4042,7796,5173,7329,9315,37.505431,127.106979
19954,201902,8호선,석촌,17362,14013,11504,12948,12188,18478,37.505431,127.106979
19955,201902,공항철도 1호선,인천공항2터미널,6714,11830,8115,9196,13115,4682,37.48632,126.43932
19956,201902,경부선,수원,58803,57356,65773,82169,91053,89817,37.265974,126.999874
19957,201902,경의선,검암,0,0,0,0,0,0,37.569104,126.673728
19958,201902,2호선,대림(구로구청),71620,36923,39983,40063,37884,58666,37.49297,126.895801
19959,201902,7호선,대림(구로구청),17118,12999,18008,19357,18058,21229,37.49297,126.895801
19960,201902,안산선,상록수,58536,14451,27397,19941,18975,49347,37.302795,126.866489
19961,201902,공항철도 1호선,검암,25650,8589,9791,6624,7986,19934,37.569104,126.673728
19962,201902,수인선,연수,9703,6805,7314,6975,7548,10554,37.417804,126.67894
19963,201902,경원선,동두천중앙,8369,5623,6674,5375,4182,6389,37.901885,127.056482
19964,201902,경춘선,상천,559,381,653,516,281,426,37.770246,127.454821
19965,201902,과천선,대공원,853,10759,7044,8592,8669,775,37.435675,127.006523
19966,201902,경원선,녹양,13439,4595,7141,5295,4969,10205,37.75938,127.042292
19967,201902,중앙선,원덕,962,295,794,642,289,778,37.468672,127.547076
19968,201902,일산선,대곡,4246,1784,2253,1578,2208,2431,37.631626,126.811024
19969,201902,경원선,녹천,15652,3397,7158,4802,3971,9648,37.644799,127.051269
19970,201902,경의선,행신,24964,6439,9838,7519,7947,19379,37.612102,126.834146
19971,201902,과천선,인덕원,59466,50046,32943,24678,39479,49841,37.401553,126.976715
19972,201902,경의선,화전,3521,2594,2483,2389,2898,2652,37.602888,126.868387
19973,201902,경춘선,대성리,943,604,1384,1347,643,862,37.684071,127.379319
19974,201902,경강선,이매,2766,1868,1687,1222,1611,1710,37.396104,127.12827
19975,201902,5호선,행당,29059,6247,11434,8522,7321,18351,37.557322,127.029476
19976,201902,7호선,사가정,44742,15727,22328,18859,19047,36973,37.580894,127.088478
19977,201902,분당선,이매,12514,8702,9718,7913,8187,10749,37.396104,127.12827
19978,201902,9호선2~3단계,종합운동장,8322,5684,5920,4836,7752,8476,37.510997,127.073642
19979,201902,경의선,파주,2666,2105,2101,1166,1821,1423,37.815298,126.792783
19980,201902,2호선,종합운동장,18207,17987,14463,13009,14110,18363,37.510997,127.073642
19981,201902,1호선,동묘앞,6934,13948,26456,32827,18178,9100,37.572627,127.016429
19982,201902,분당선,야탑,49340,55931,43258,43396,53024,52653,37.411185,127.128715
19983,201902,일산선,대화,40580,14086,22013,15431,15834,23779,37.676087,126.747569
19984,201902,경인선,간석,17662,5295,9232,7339,6696,14204,37.464737,126.694181
19985,201902,경강선,이천,5365,4153,4626,3916,3952,5589,37.265579,127.44226
19986,201902,3호선,지축,3331,1254,1695,1429,1001,2678,37.648048,126.913951
19987,201902,7호선,부평구청,41451,8755,13605,8530,10888,23588,37.508336,126.720548
19988,201902,2호선,사당,71704,52685,55505,56826,72255,105925,37.47653,126.981685
19989,201902,5호선,김포공항,7515,12076,12114,13803,19576,9778,37.562434,126.801058
19990,201902,9호선,김포공항,11584,17155,14357,22676,20257,20156,37.562434,126.801058
19991,201902,7호선,삼산체육관,16863,3891,7155,5435,4765,11346,37.506411,126.742153
19992,201902,분당선,영통,13651,14230,12845,12715,16919,18277,37.251568,127.071394
19993,201902,6호선,동묘앞,9927,16472,18568,18317,16984,11920,37.572627,127.016429
19994,201902,경의선,풍산,15362,4782,7511,5678,5506,11614,37.672346,126.786243
19995,201902,5호선,충정로(경기대입구),5259,15628,5066,4050,10348,4993,37.559973,126.963672
19996,201902,2호선,충정로(경기대입구),17120,33588,14055,12331,21599,15697,37.559973,126.963672
19997,201902,과천선,선바위,19259,16916,10953,7239,16356,12325,37.451673,127.002303
19998,201902,중앙선,상봉(시외버스터미널),16221,5462,8430,7260,7171,13414,37.596362,127.085032
19999,201902,7호선,상봉(시외버스터미널),44887,20507,22304,20006,25239,37077,37.596362,127.085032
20000,201902,경강선,세종대왕릉,706,298,591,502,291,568,37.295309,127.570938
20001,201902,분당선,오리,27389,19664,19163,14341,19595,19779,37.339824,127.108942
20002,201902,경원선,덕계,5911,1538,2801,2037,1507,4116,37.818486,127.056486
20003,201902,경춘선,마석,9707,5058,5948,4836,3927,7693,37.652782,127.311767
20004,201902,1호선,동대문,17224,20016,27386,33086,23355,23847,37.57142,127.009745
20005,201902,7호선,상동,28800,20442,19706,21581,24247,30482,37.505781,126.753083
20006,201902,경강선,신둔도예촌,2871,1471,1706,1178,1503,2284,37.317185,127.40476
20007,201902,중앙선,오빈,795,274,559,427,243,669,37.506062,127.473868
20008,201902,우이신설선,화계,9434,2651,5191,4139,2864,6644,37.634802,127.017519
20009,201902,5호선,애오개,17334,14896,9304,7854,10760,12670,37.553736,126.95682
20010,201902,4호선,충무로,14077,100384,35419,42540,78776,27697,37.561243,126.99428
20011,201902,3호선,충무로,0,0,1,0,3,0,37.561243,126.99428
20012,201902,5호선,종로3가,4618,28149,25040,37149,47637,20344,37.571607,126.991806
20013,201902,3호선,종로3가,2845,33123,14551,30226,31540,14258,37.571607,126.991806
20014,201902,1호선,종로3가,8757,55146,58257,75486,81327,31812,37.571607,126.991806
20015,201902,3호선,독립문,15361,13843,15127,13447,9930,12605,37.574571,126.957748
20016,201902,경강선,여주,4332,1908,4016,3356,2299,4050,37.282701,127.628607
20017,201902,7호선,상도,29664,11123,15257,12857,12583,21652,37.502834,126.94791
20018,201902,경의선,김포공항,0,0,0,0,0,0,37.562434,126.801058
20019,201902,4호선,사당,67082,27246,39761,30875,39242,56954,37.47653,126.981685
20020,201902,일산선,마두,13671,13453,14414,13402,11973,13734,37.652206,126.77762
20021,201902,7호선,면목,50494,13170,20618,17057,15055,36277,37.588579,127.087503
20022,201902,5호선,왕십리(성동구청),6467,10460,7024,8690,10265,10994,37.561533,127.037732
20023,201902,일산선,삼송,45348,14552,22782,20979,20274,34175,37.653083,126.895558
20024,201902,경원선,왕십리(성동구청),26945,14666,20792,25242,28966,42997,37.561533,127.037732
20025,201902,중앙선,팔당,1034,1736,1446,1809,1865,987,37.547371,127.243939
20026,201902,3호선,매봉,13767,34774,13775,11668,25829,12767,37.486947,127.046769
20027,201902,1호선,종각,9401,148743,50281,60012,127782,39304,37.570161,126.982923
20028,201902,경춘선,김유정,398,535,1084,1226,528,315,37.818466,127.71434
20029,201902,2호선,삼성(무역센터),19841,203599,65443,88344,172377,48193,37.508844,127.06316
20030,201902,6호선,디지털미디어시티,30429,38894,14691,12930,22761,23091,37.576646,126.900984
20031,201902,7호선,먹골,32840,8557,14942,12179,11264,25639,37.610637,127.077725
20032,201902,경부선,광명,7286,2881,4041,2825,4840,5392,37.416182,126.884466
20033,201902,3호선,일원,17143,18386,16839,14109,12230,13452,37.483681,127.08439
20034,201902,5호선,둔촌동,20250,12844,12334,11442,12149,18037,37.527788,127.136248
20035,201902,경인선,구일,18561,7783,8596,7534,7063,17507,37.496756,126.870793
20036,201902,6호선,대흥(서강대앞),14167,18686,11463,11475,14445,13298,37.547771,126.942069
20037,201902,분당선,수원시청,16774,23807,16009,17302,23809,27885,37.261911,127.030736
20038,201902,일산선,원당,35597,9075,17643,13177,10255,26920,37.653324,126.843041
20039,201902,중앙선,망우,19985,7646,12018,11370,9453,16788,37.59955,127.091909
20040,201902,7호선,마들,41817,7835,16878,12869,8756,27262,37.66494,127.057675
20041,201902,경부선,화서,25214,6822,10650,8524,7740,19853,37.283862,126.989627
20042,201902,경인선,도원,5824,6085,5559,4686,4289,5102,37.468446,126.642706
20043,201902,경부선,구로,31275,48047,26689,26664,38585,32303,37.503039,126.881966
20044,201902,5호선,마곡,17071,11832,7796,5532,9596,10711,37.560183,126.825448
20045,201902,2호선,왕십리(성동구청),33772,18546,25174,20274,31895,36112,37.561533,127.037732
20046,201902,5호선,답십리,48648,19539,20577,17204,20257,32636,37.566747,127.052704
20047,201902,3호선,동대입구,6193,29983,13240,18343,25584,10583,37.559052,127.005602
20048,201902,3호선,잠원,16191,7157,9412,7164,7548,12058,37.512759,127.01122
20049,201902,공항철도 1호선,김포공항,11783,15957,17811,11238,20730,9339,37.562434,126.801058
20050,201902,경원선,광운대,24637,7628,12113,10359,8531,17430,37.623632,127.061835
20051,201902,경춘선,신내,1581,1533,1022,956,953,1267,37.612887,127.103218
20052,201902,7호선,부천종합운동장,15637,5950,5879,4009,5520,8791,37.50538,126.797337
20053,201902,분당선,압구정로데오,6102,50806,18454,28709,47027,19899,37.527381,127.040534
20054,201902,5호선,아차산(어린이대공원후문),39652,15774,21476,18144,16921,30897,37.551691,127.089761
20055,201902,7호선,부천시청,28835,17452,16268,16716,21426,27293,37.504631,126.763538
20056,201902,경원선,가능,19025,7423,10361,7992,7022,14332,37.748577,127.044213
20057,201902,경춘선,남춘천,4511,2757,5553,5655,3781,4993,37.864007,127.723792
