area_type,code,area_name,lon,lat,area_store,area_sim_store,tot_customer,avg_take
골목상권,1000137,능동로13길,127.06886780666939,37.545128049103546,13.666666666666666,13.666666666666666,713676.9032258064,135177819.5
골목상권,1000138,능동로19길,127.07207136574804,37.546369515836325,9.666666666666666,12.333333333333334,310133.12903225806,229100131.75
골목상권,1000139,능동로34길,127.082796113612,37.554084037542566,4.571428571428571,5.571428571428571,348502.87096774194,46842149.25
골목상권,1000231,동일로123길,127.07887081170279,37.5986679189065,5.0,8.0,432449.67741935485,60676177.9375
골목상권,1000831,조원중앙로2길,126.90879262527073,37.4818984832819,3.2857142857142856,4.285714285714286,489301.6451612903,50143389.5
골목상권,1000832,중앙길,126.95078179399408,37.48521211679205,2.5714285714285716,2.5714285714285716,751635.9354838709,45304590.0
골목상권,1000833,청룡8길,126.94301769195768,37.48044229165424,5.428571428571429,5.428571428571429,385032.22580645164,7587239.6875
골목상권,1000809,법원단지길,126.91956440524902,37.47420267842053,2.857142857142857,3.7142857142857144,278028.7419354839,46769678.375
골목상권,1000810,복은길,126.93913329960627,37.47443062149265,3.142857142857143,3.142857142857143,440194.6129032258,45304590.0
골목상권,1000855,동광로39길,126.99977382853267,37.497422009086804,6.0,6.0,324732.06451612903,221083401.9375
골목상권,1000856,동산로10길,127.04545537732939,37.47036498869084,2.4285714285714284,4.0,333737.6451612903,96424644.6875
골목상권,1000857,동산로19길,127.04631657576508,37.47369839247095,9.285714285714286,10.285714285714286,332380.87096774194,175489009.125
골목상권,1000858,방배천로4안길,126.98342524544262,37.48106755570759,13.714285714285714,13.714285714285714,127622.32258064517,232761356.25
골목상권,1000859,마방로2길,127.03974740984224,37.47188074416293,5.428571428571429,13.428571428571429,314137.3870967742,817550234.375
골목상권,1000549,지양로7길,126.83222922554914,37.5212785873856,1.0,2.857142857142857,264238.06451612903,42402554.375
골목상권,1000500,월드컵로19길,126.90827163378137,37.55656418891049,21.142857142857142,22.285714285714285,478555.67741935485,652712053.5625
골목상권,1000576,공항대로55길,126.86007453844135,37.554354515253934,6.142857142857143,6.142857142857143,221250.96774193548,217078679.6875
골목상권,1000577,공항대로59길,126.86411761955507,37.55278249214008,5.428571428571429,6.428571428571429,213404.61290322582,184425202.75
골목상권,1000674,시흥대로150길,126.90119067131354,37.47647730659402,4.857142857142857,6.142857142857143,475173.32258064515,44974027.6875
골목상권,1000675,시흥대로153길,126.89483778236263,37.47594022771477,2.7142857142857144,2.7142857142857144,275949.6129032258,35588921.125
골목상권,1000676,시흥대로22길,126.90519232063028,37.4410347689175,1.1428571428571428,2.142857142857143,237700.09677419355,20545398.5625
골목상권,1000677,시흥대로36길,126.90517763240933,37.44371978067097,0.7142857142857143,0.7142857142857143,197196.25806451612,45304590.0
